university,department_code,url
uvu,LANG,https://www.coursicle.com/uvu/courses/LANG/
uvu,LATN,https://www.coursicle.com/uvu/courses/LATN/
uvu,LEGL,https://www.coursicle.com/uvu/courses/LEGL/
uvu,MAT,https://www.coursicle.com/uvu/courses/MAT/
uvu,MATH,https://www.coursicle.com/uvu/courses/MATH/
uvu,ME,https://www.coursicle.com/uvu/courses/ME/
uvu,MECH,https://www.coursicle.com/uvu/courses/MECH/
uvu,METO,https://www.coursicle.com/uvu/courses/METO/
uvu,MFT,https://www.coursicle.com/uvu/courses/MFT/
uvu,MGMT,https://www.coursicle.com/uvu/courses/MGMT/
uvu,MICR,https://www.coursicle.com/uvu/courses/MICR/
uvu,MILS,https://www.coursicle.com/uvu/courses/MILS/
uvu,MKTG,https://www.coursicle.com/uvu/courses/MKTG/
uvu,MPS,https://www.coursicle.com/uvu/courses/MPS/
uvu,MUSC,https://www.coursicle.com/uvu/courses/MUSC/
uvu,NSS,https://www.coursicle.com/uvu/courses/NSS/
uvu,NURS,https://www.coursicle.com/uvu/courses/NURS/
uvu,NUTR,https://www.coursicle.com/uvu/courses/NUTR/
uvu,OT,https://www.coursicle.com/uvu/courses/OT/
uvu,PADM,https://www.coursicle.com/uvu/courses/PADM/
uvu,PAS,https://www.coursicle.com/uvu/courses/PAS/
uvu,PES,https://www.coursicle.com/uvu/courses/PES/
uvu,PETE,https://www.coursicle.com/uvu/courses/PETE/
uvu,PHIL,https://www.coursicle.com/uvu/courses/PHIL/
uvu,PHSC,https://www.coursicle.com/uvu/courses/PHSC/
uvu,PHYS,https://www.coursicle.com/uvu/courses/PHYS/
uvu,PJST,https://www.coursicle.com/uvu/courses/PJST/
uvu,POLS,https://www.coursicle.com/uvu/courses/POLS/
uvu,PORT,https://www.coursicle.com/uvu/courses/PORT/
uvu,PRLG,https://www.coursicle.com/uvu/courses/PRLG/
uvu,PST,https://www.coursicle.com/uvu/courses/PST/
uvu,PSY,https://www.coursicle.com/uvu/courses/PSY/
uvu,REC,https://www.coursicle.com/uvu/courses/REC/
uvu,RESP,https://www.coursicle.com/uvu/courses/RESP/
uvu,RLST,https://www.coursicle.com/uvu/courses/RLST/
uvu,RUS,https://www.coursicle.com/uvu/courses/RUS/
uvu,SCIE,https://www.coursicle.com/uvu/courses/SCIE/
uvu,SLSS,https://www.coursicle.com/uvu/courses/SLSS/
uvu,SOC,https://www.coursicle.com/uvu/courses/SOC/
uvu,SPAN,https://www.coursicle.com/uvu/courses/SPAN/
uvu,STAT,https://www.coursicle.com/uvu/courses/STAT/
uvu,SUDC,https://www.coursicle.com/uvu/courses/SUDC/
uvu,SURV,https://www.coursicle.com/uvu/courses/SURV/
uvu,SW,https://www.coursicle.com/uvu/courses/SW/
uvu,TECH,https://www.coursicle.com/uvu/courses/TECH/
uvu,THEA,https://www.coursicle.com/uvu/courses/THEA/
uvu,TT,https://www.coursicle.com/uvu/courses/TT/
uvu,UVST,https://www.coursicle.com/uvu/courses/UVST/
uvu,ZOOL,https://www.coursicle.com/uvu/courses/ZOOL/
